Complex,Year,var,value
SGNorth,1987,walleye pollock_MeanCPUEkg,11425.2806820755
SGNorth,1987,walleye pollock_MeanCPUENo,20138.7833365472
SGNorth,1987,walleye pollock_SumCPUEkg,605539.87615
SGNorth,1987,walleye pollock_SumCPUENo,1067355.516837
SGNorth,1988,walleye pollock_MeanCPUEkg,15691.8944194615
SGNorth,1988,walleye pollock_MeanCPUENo,22408.8965343462
SGNorth,1988,walleye pollock_SumCPUEkg,815978.509812
SGNorth,1988,walleye pollock_SumCPUENo,1165262.619786
SGNorth,1989,walleye pollock_MeanCPUEkg,17392.4847593208
SGNorth,1989,walleye pollock_MeanCPUENo,24647.2262709245
SGNorth,1989,walleye pollock_SumCPUEkg,921801.692244
SGNorth,1989,walleye pollock_SumCPUENo,1306302.992359
SGNorth,1990,walleye pollock_MeanCPUEkg,12059.4945445192
SGNorth,1990,walleye pollock_MeanCPUENo,14413.0701756538
SGNorth,1990,walleye pollock_SumCPUEkg,627093.716315
SGNorth,1990,walleye pollock_SumCPUENo,749479.649134
SGNorth,1991,walleye pollock_MeanCPUEkg,17921.2745717059
SGNorth,1991,walleye pollock_MeanCPUENo,21566.734622451
SGNorth,1991,walleye pollock_SumCPUEkg,913985.003157
SGNorth,1991,walleye pollock_SumCPUENo,1099903.465745
SGNorth,1992,walleye pollock_MeanCPUEkg,10847.1457400755
SGNorth,1992,walleye pollock_MeanCPUENo,14250.5197127925
SGNorth,1992,walleye pollock_SumCPUEkg,574898.724224
SGNorth,1992,walleye pollock_SumCPUENo,755277.544778
SGNorth,1993,walleye pollock_MeanCPUEkg,14411.4227169231
SGNorth,1993,walleye pollock_MeanCPUENo,22423.7447637115
SGNorth,1993,walleye pollock_SumCPUEkg,749393.98128
SGNorth,1993,walleye pollock_SumCPUENo,1166034.727713
SGNorth,1994,walleye pollock_MeanCPUEkg,13134.8066143148
SGNorth,1994,walleye pollock_MeanCPUENo,19645.6232790556
SGNorth,1994,walleye pollock_SumCPUEkg,709279.557173
SGNorth,1994,walleye pollock_SumCPUENo,1060863.657069
SGNorth,1995,walleye pollock_MeanCPUEkg,17233.9076148846
SGNorth,1995,walleye pollock_MeanCPUENo,24287.1421826538
SGNorth,1995,walleye pollock_SumCPUEkg,896163.195974
SGNorth,1995,walleye pollock_SumCPUENo,1262931.393498
SGNorth,1996,walleye pollock_MeanCPUEkg,12420.5641439434
SGNorth,1996,walleye pollock_MeanCPUENo,18982.5700906226
SGNorth,1996,walleye pollock_SumCPUEkg,658289.899629
SGNorth,1996,walleye pollock_SumCPUENo,1006076.214803
SGNorth,1997,walleye pollock_MeanCPUEkg,5159.13990430189
SGNorth,1997,walleye pollock_MeanCPUENo,6827.96675192453
SGNorth,1997,walleye pollock_SumCPUEkg,273434.414928
SGNorth,1997,walleye pollock_SumCPUENo,361882.237852
SGNorth,1998,walleye pollock_MeanCPUEkg,3472.12867890566
SGNorth,1998,walleye pollock_MeanCPUENo,7126.84147554717
SGNorth,1998,walleye pollock_SumCPUEkg,184022.819982
SGNorth,1998,walleye pollock_SumCPUENo,377722.598204
SGNorth,1999,walleye pollock_MeanCPUEkg,2571.52380941509
SGNorth,1999,walleye pollock_MeanCPUENo,4411.47574983019
SGNorth,1999,walleye pollock_SumCPUEkg,136290.761899
SGNorth,1999,walleye pollock_SumCPUENo,233808.214741
SGNorth,2000,walleye pollock_MeanCPUEkg,8646.47876469811
SGNorth,2000,walleye pollock_MeanCPUENo,13992.1948545472
SGNorth,2000,walleye pollock_SumCPUEkg,458263.374529
SGNorth,2000,walleye pollock_SumCPUENo,741586.327291
SGNorth,2001,walleye pollock_MeanCPUEkg,5534.60324626923
SGNorth,2001,walleye pollock_MeanCPUENo,14843.5523043269
SGNorth,2001,walleye pollock_SumCPUEkg,287799.368806
SGNorth,2001,walleye pollock_SumCPUENo,771864.719825
SGNorth,2002,walleye pollock_MeanCPUEkg,11429.0125900392
SGNorth,2002,walleye pollock_MeanCPUENo,14522.9801610784
SGNorth,2002,walleye pollock_SumCPUEkg,582879.642092
SGNorth,2002,walleye pollock_SumCPUENo,740671.988215
SGNorth,2003,walleye pollock_MeanCPUEkg,8216.58921379245
SGNorth,2003,walleye pollock_MeanCPUENo,10536.5148471509
SGNorth,2003,walleye pollock_SumCPUEkg,435479.228331
SGNorth,2003,walleye pollock_SumCPUENo,558435.286899
SGNorth,2004,walleye pollock_MeanCPUEkg,16312.4078967963
SGNorth,2004,walleye pollock_MeanCPUENo,22335.6998684815
SGNorth,2004,walleye pollock_SumCPUEkg,880870.026427
SGNorth,2004,walleye pollock_SumCPUENo,1206127.792898
SGNorth,2005,walleye pollock_MeanCPUEkg,14485.7334702407
SGNorth,2005,walleye pollock_MeanCPUENo,19438.6232746481
SGNorth,2005,walleye pollock_SumCPUEkg,782229.607393
SGNorth,2005,walleye pollock_SumCPUENo,1049685.656831
SGNorth,2006,walleye pollock_MeanCPUEkg,9989.89458625926
SGNorth,2006,walleye pollock_MeanCPUENo,13295.9452031296
SGNorth,2006,walleye pollock_SumCPUEkg,539454.307658
SGNorth,2006,walleye pollock_SumCPUENo,717981.040969
SGNorth,2007,walleye pollock_MeanCPUEkg,12164.3378601482
SGNorth,2007,walleye pollock_MeanCPUENo,13446.172448037
SGNorth,2007,walleye pollock_SumCPUEkg,656874.244448
SGNorth,2007,walleye pollock_SumCPUENo,726093.312194
SGNorth,2008,walleye pollock_MeanCPUEkg,5543.88548341509
SGNorth,2008,walleye pollock_MeanCPUENo,5006.52216241509
SGNorth,2008,walleye pollock_SumCPUEkg,293825.930621
SGNorth,2008,walleye pollock_SumCPUENo,265345.674608
SGNorth,2009,walleye pollock_MeanCPUEkg,4862.53242622642
SGNorth,2009,walleye pollock_MeanCPUENo,5367.23459986793
SGNorth,2009,walleye pollock_SumCPUEkg,257714.21859
SGNorth,2009,walleye pollock_SumCPUENo,284463.433793
SGNorth,2010,walleye pollock_MeanCPUEkg,5356.0998992037
SGNorth,2010,walleye pollock_MeanCPUENo,4708.46932405556
SGNorth,2010,walleye pollock_SumCPUEkg,289229.394557
SGNorth,2010,walleye pollock_SumCPUENo,254257.343499
SGNorth,2011,walleye pollock_MeanCPUEkg,9017.46375667925
SGNorth,2011,walleye pollock_MeanCPUENo,12454.1457236415
SGNorth,2011,walleye pollock_SumCPUEkg,477925.579104
SGNorth,2011,walleye pollock_SumCPUENo,660069.723353
SGNorth,2012,walleye pollock_MeanCPUEkg,14279.1353245283
SGNorth,2012,walleye pollock_MeanCPUENo,19047.2191969811
SGNorth,2012,walleye pollock_SumCPUEkg,756794.1722
SGNorth,2012,walleye pollock_SumCPUENo,1009502.61744
SGNorth,2013,walleye pollock_MeanCPUEkg,10768.5486662037
SGNorth,2013,walleye pollock_MeanCPUENo,14769.6901374815
SGNorth,2013,walleye pollock_SumCPUEkg,581501.627975
SGNorth,2013,walleye pollock_SumCPUENo,797563.267424
SGNorth,2014,walleye pollock_MeanCPUEkg,16699.3975400727
SGNorth,2014,walleye pollock_MeanCPUENo,22125.0429190364
SGNorth,2014,walleye pollock_SumCPUEkg,918466.864704
SGNorth,2014,walleye pollock_SumCPUENo,1216877.360547
SGNorth,2015,walleye pollock_MeanCPUEkg,9671.70462818868
SGNorth,2015,walleye pollock_MeanCPUENo,18084.7566856038
SGNorth,2015,walleye pollock_SumCPUEkg,512600.345294
SGNorth,2015,walleye pollock_SumCPUENo,958492.104337
SGNorth,2016,walleye pollock_MeanCPUEkg,2833.87568751852
SGNorth,2016,walleye pollock_MeanCPUENo,4680.31015205556
SGNorth,2016,walleye pollock_SumCPUEkg,153029.287126
SGNorth,2016,walleye pollock_SumCPUENo,252736.748211
SGNorth,2017,walleye pollock_MeanCPUEkg,10565.1964738679
SGNorth,2017,walleye pollock_MeanCPUENo,17255.0786476038
SGNorth,2017,walleye pollock_SumCPUEkg,559955.413115
SGNorth,2017,walleye pollock_SumCPUENo,914519.168323
SGNorth,2018,walleye pollock_MeanCPUEkg,2365.34039211321
SGNorth,2018,walleye pollock_MeanCPUENo,3738.31719779245
SGNorth,2018,walleye pollock_SumCPUEkg,125363.040782
SGNorth,2018,walleye pollock_SumCPUENo,198130.811483
SGNorth,2019,walleye pollock_MeanCPUEkg,8829.31640405556
SGNorth,2019,walleye pollock_MeanCPUENo,12446.2402957593
SGNorth,2019,walleye pollock_SumCPUEkg,476783.085819
SGNorth,2019,walleye pollock_SumCPUENo,672096.975971
SGNorth,2021,walleye pollock_MeanCPUEkg,4377.52827267925
SGNorth,2021,walleye pollock_MeanCPUENo,7509.39013369811
SGNorth,2021,walleye pollock_SumCPUEkg,232008.998452
SGNorth,2021,walleye pollock_SumCPUENo,397997.677086
SGNorth,2022,walleye pollock_MeanCPUEkg,5331.62812785185
SGNorth,2022,walleye pollock_MeanCPUENo,9768.82018761111
SGNorth,2022,walleye pollock_SumCPUEkg,287907.918904
SGNorth,2022,walleye pollock_SumCPUENo,527516.290131
SGSouth,1987,walleye pollock_MeanCPUEkg,12876.3766028889
SGSouth,1987,walleye pollock_MeanCPUENo,17773.7805721111
SGSouth,1987,walleye pollock_SumCPUEkg,115887.389426
SGSouth,1987,walleye pollock_SumCPUENo,159964.025149
SGSouth,1988,walleye pollock_MeanCPUEkg,27998.6388813
SGSouth,1988,walleye pollock_MeanCPUENo,41004.0027218
SGSouth,1988,walleye pollock_SumCPUEkg,279986.388813
SGSouth,1988,walleye pollock_SumCPUENo,410040.027218
SGSouth,1989,walleye pollock_MeanCPUEkg,19867.7000617
SGSouth,1989,walleye pollock_MeanCPUENo,23951.1903852
SGSouth,1989,walleye pollock_SumCPUEkg,198677.000617
SGSouth,1989,walleye pollock_SumCPUENo,239511.903852
SGSouth,1990,walleye pollock_MeanCPUEkg,16200.8021409
SGSouth,1990,walleye pollock_MeanCPUENo,18448.3022843
SGSouth,1990,walleye pollock_SumCPUEkg,162008.021409
SGSouth,1990,walleye pollock_SumCPUENo,184483.022843
SGSouth,1991,walleye pollock_MeanCPUEkg,13257.9156592222
SGSouth,1991,walleye pollock_MeanCPUENo,14452.5285223333
SGSouth,1991,walleye pollock_SumCPUEkg,119321.240933
SGSouth,1991,walleye pollock_SumCPUENo,130072.756701
SGSouth,1992,walleye pollock_MeanCPUEkg,18660.0926744
SGSouth,1992,walleye pollock_MeanCPUENo,25083.3744597
SGSouth,1992,walleye pollock_SumCPUEkg,186600.926744
SGSouth,1992,walleye pollock_SumCPUENo,250833.744597
SGSouth,1993,walleye pollock_MeanCPUEkg,11689.7708966
SGSouth,1993,walleye pollock_MeanCPUENo,13275.2071455
SGSouth,1993,walleye pollock_SumCPUEkg,116897.708966
SGSouth,1993,walleye pollock_SumCPUENo,132752.071455
SGSouth,1994,walleye pollock_MeanCPUEkg,8553.8402058
SGSouth,1994,walleye pollock_MeanCPUENo,11245.5786232
SGSouth,1994,walleye pollock_SumCPUEkg,85538.402058
SGSouth,1994,walleye pollock_SumCPUENo,112455.786232
SGSouth,1995,walleye pollock_MeanCPUEkg,24065.3725337
SGSouth,1995,walleye pollock_MeanCPUENo,32231.1912552
SGSouth,1995,walleye pollock_SumCPUEkg,240653.725337
SGSouth,1995,walleye pollock_SumCPUENo,322311.912552
SGSouth,1996,walleye pollock_MeanCPUEkg,16936.1855572
SGSouth,1996,walleye pollock_MeanCPUENo,24787.6984823
SGSouth,1996,walleye pollock_SumCPUEkg,169361.855572
SGSouth,1996,walleye pollock_SumCPUENo,247876.984823
SGSouth,1997,walleye pollock_MeanCPUEkg,14279.8010259
SGSouth,1997,walleye pollock_MeanCPUENo,17903.162856
SGSouth,1997,walleye pollock_SumCPUEkg,142798.010259
SGSouth,1997,walleye pollock_SumCPUENo,179031.62856
SGSouth,1998,walleye pollock_MeanCPUEkg,348.7599612
SGSouth,1998,walleye pollock_MeanCPUENo,592.5272995
SGSouth,1998,walleye pollock_SumCPUEkg,3487.599612
SGSouth,1998,walleye pollock_SumCPUENo,5925.272995
SGSouth,1999,walleye pollock_MeanCPUEkg,2566.8874037
SGSouth,1999,walleye pollock_MeanCPUENo,4282.6729533
SGSouth,1999,walleye pollock_SumCPUEkg,25668.874037
SGSouth,1999,walleye pollock_SumCPUENo,42826.729533
SGSouth,2000,walleye pollock_MeanCPUEkg,8315.34081772727
SGSouth,2000,walleye pollock_MeanCPUENo,13310.5711994545
SGSouth,2000,walleye pollock_SumCPUEkg,91468.748995
SGSouth,2000,walleye pollock_SumCPUENo,146416.283194
SGSouth,2001,walleye pollock_MeanCPUEkg,3210.7469678
SGSouth,2001,walleye pollock_MeanCPUENo,4000.9563547
SGSouth,2001,walleye pollock_SumCPUEkg,32107.469678
SGSouth,2001,walleye pollock_SumCPUENo,40009.563547
SGSouth,2002,walleye pollock_MeanCPUEkg,15429.3035057
SGSouth,2002,walleye pollock_MeanCPUENo,16935.0462041
SGSouth,2002,walleye pollock_SumCPUEkg,154293.035057
SGSouth,2002,walleye pollock_SumCPUENo,169350.462041
SGSouth,2003,walleye pollock_MeanCPUEkg,7426.5264472
SGSouth,2003,walleye pollock_MeanCPUENo,9022.5346798
SGSouth,2003,walleye pollock_SumCPUEkg,74265.264472
SGSouth,2003,walleye pollock_SumCPUENo,90225.346798
SGSouth,2004,walleye pollock_MeanCPUEkg,14030.9164507
SGSouth,2004,walleye pollock_MeanCPUENo,20006.3844714
SGSouth,2004,walleye pollock_SumCPUEkg,140309.164507
SGSouth,2004,walleye pollock_SumCPUENo,200063.844714
SGSouth,2005,walleye pollock_MeanCPUEkg,22960.6825498
SGSouth,2005,walleye pollock_MeanCPUENo,29917.3022052
SGSouth,2005,walleye pollock_SumCPUEkg,229606.825498
SGSouth,2005,walleye pollock_SumCPUENo,299173.022052
SGSouth,2006,walleye pollock_MeanCPUEkg,25366.5193694
SGSouth,2006,walleye pollock_MeanCPUENo,33120.2827632
SGSouth,2006,walleye pollock_SumCPUEkg,253665.193694
SGSouth,2006,walleye pollock_SumCPUENo,331202.827632
SGSouth,2007,walleye pollock_MeanCPUEkg,23874.3174151
SGSouth,2007,walleye pollock_MeanCPUENo,26782.0743065
SGSouth,2007,walleye pollock_SumCPUEkg,238743.174151
SGSouth,2007,walleye pollock_SumCPUENo,267820.743065
SGSouth,2008,walleye pollock_MeanCPUEkg,5587.2609308
SGSouth,2008,walleye pollock_MeanCPUENo,5727.6866585
SGSouth,2008,walleye pollock_SumCPUEkg,55872.609308
SGSouth,2008,walleye pollock_SumCPUENo,57276.866585
SGSouth,2009,walleye pollock_MeanCPUEkg,13478.4502447
SGSouth,2009,walleye pollock_MeanCPUENo,15115.390614
SGSouth,2009,walleye pollock_SumCPUEkg,134784.502447
SGSouth,2009,walleye pollock_SumCPUENo,151153.90614
SGSouth,2010,walleye pollock_MeanCPUEkg,12502.9957993333
SGSouth,2010,walleye pollock_MeanCPUENo,11470.8522853333
SGSouth,2010,walleye pollock_SumCPUEkg,112526.962194
SGSouth,2010,walleye pollock_SumCPUENo,103237.670568
SGSouth,2011,walleye pollock_MeanCPUEkg,15421.4584677778
SGSouth,2011,walleye pollock_MeanCPUENo,19601.2183938889
SGSouth,2011,walleye pollock_SumCPUEkg,138793.12621
SGSouth,2011,walleye pollock_SumCPUENo,176410.965545
SGSouth,2012,walleye pollock_MeanCPUEkg,15075.1152701
SGSouth,2012,walleye pollock_MeanCPUENo,20456.1440097
SGSouth,2012,walleye pollock_SumCPUEkg,150751.152701
SGSouth,2012,walleye pollock_SumCPUENo,204561.440097
SGSouth,2013,walleye pollock_MeanCPUEkg,15753.1438962
SGSouth,2013,walleye pollock_MeanCPUENo,19326.2146867
SGSouth,2013,walleye pollock_SumCPUEkg,157531.438962
SGSouth,2013,walleye pollock_SumCPUENo,193262.146867
SGSouth,2014,walleye pollock_MeanCPUEkg,22722.915567
SGSouth,2014,walleye pollock_MeanCPUENo,28096.4122713
SGSouth,2014,walleye pollock_SumCPUEkg,227229.15567
SGSouth,2014,walleye pollock_SumCPUENo,280964.122713
SGSouth,2015,walleye pollock_MeanCPUEkg,9110.0662661
SGSouth,2015,walleye pollock_MeanCPUENo,13397.4267707
SGSouth,2015,walleye pollock_SumCPUEkg,91100.662661
SGSouth,2015,walleye pollock_SumCPUENo,133974.267707
SGSouth,2016,walleye pollock_MeanCPUEkg,943.4245657
SGSouth,2016,walleye pollock_MeanCPUENo,1227.665617
SGSouth,2016,walleye pollock_SumCPUEkg,9434.245657
SGSouth,2016,walleye pollock_SumCPUENo,12276.65617
SGSouth,2017,walleye pollock_MeanCPUEkg,13222.2456875
SGSouth,2017,walleye pollock_MeanCPUENo,20147.5536479
SGSouth,2017,walleye pollock_SumCPUEkg,132222.456875
SGSouth,2017,walleye pollock_SumCPUENo,201475.536479
SGSouth,2018,walleye pollock_MeanCPUEkg,3060.1616201
SGSouth,2018,walleye pollock_MeanCPUENo,4460.9405322
SGSouth,2018,walleye pollock_SumCPUEkg,30601.616201
SGSouth,2018,walleye pollock_SumCPUENo,44609.405322
SGSouth,2019,walleye pollock_MeanCPUEkg,15082.4188303
SGSouth,2019,walleye pollock_MeanCPUENo,19164.5081612
SGSouth,2019,walleye pollock_SumCPUEkg,150824.188303
SGSouth,2019,walleye pollock_SumCPUENo,191645.081612
SGSouth,2021,walleye pollock_MeanCPUEkg,2181.7996908
SGSouth,2021,walleye pollock_MeanCPUENo,2701.1890361
SGSouth,2021,walleye pollock_SumCPUEkg,21817.996908
SGSouth,2021,walleye pollock_SumCPUENo,27011.890361
SGSouth,2022,walleye pollock_MeanCPUEkg,5492.3658237
SGSouth,2022,walleye pollock_MeanCPUENo,7330.9327567
SGSouth,2022,walleye pollock_SumCPUEkg,54923.658237
SGSouth,2022,walleye pollock_SumCPUENo,73309.327567
SPEast,1987,walleye pollock_MeanCPUEkg,14916.6932307308
SPEast,1987,walleye pollock_MeanCPUENo,25301.7576434615
SPEast,1987,walleye pollock_SumCPUEkg,1551336.095996
SPEast,1987,walleye pollock_SumCPUENo,2631382.79492
SPEast,1988,walleye pollock_MeanCPUEkg,24077.6966362925
SPEast,1988,walleye pollock_MeanCPUENo,39987.3373324057
SPEast,1988,walleye pollock_SumCPUEkg,2552235.843447
SPEast,1988,walleye pollock_SumCPUENo,4238657.757235
SPEast,1989,walleye pollock_MeanCPUEkg,20680.4613519126
SPEast,1989,walleye pollock_MeanCPUENo,30831.298637301
SPEast,1989,walleye pollock_SumCPUEkg,2130087.519247
SPEast,1989,walleye pollock_SumCPUENo,3175623.759642
SPEast,1990,walleye pollock_MeanCPUEkg,17569.3785232115
SPEast,1990,walleye pollock_MeanCPUENo,24895.8348920769
SPEast,1990,walleye pollock_SumCPUEkg,1827215.366414
SPEast,1990,walleye pollock_SumCPUENo,2589166.828776
SPEast,1991,walleye pollock_MeanCPUEkg,11527.4850699327
SPEast,1991,walleye pollock_MeanCPUENo,17610.5221562885
SPEast,1991,walleye pollock_SumCPUEkg,1198858.447273
SPEast,1991,walleye pollock_SumCPUENo,1831494.304254
SPEast,1992,walleye pollock_MeanCPUEkg,14082.5229469796
SPEast,1992,walleye pollock_MeanCPUENo,20111.2856731122
SPEast,1992,walleye pollock_SumCPUEkg,1380087.248804
SPEast,1992,walleye pollock_SumCPUENo,1970905.995965
SPEast,1993,walleye pollock_MeanCPUEkg,12716.0254665192
SPEast,1993,walleye pollock_MeanCPUENo,24002.7604077981
SPEast,1993,walleye pollock_SumCPUEkg,1322466.648518
SPEast,1993,walleye pollock_SumCPUENo,2496287.082411
SPEast,1994,walleye pollock_MeanCPUEkg,9959.52799798058
SPEast,1994,walleye pollock_MeanCPUENo,17223.3389539223
SPEast,1994,walleye pollock_SumCPUEkg,1025831.383792
SPEast,1994,walleye pollock_SumCPUENo,1774003.912254
SPEast,1995,walleye pollock_MeanCPUEkg,15799.4897246311
SPEast,1995,walleye pollock_MeanCPUENo,32483.4565131942
SPEast,1995,walleye pollock_SumCPUEkg,1627347.441637
SPEast,1995,walleye pollock_SumCPUENo,3345796.020859
SPEast,1996,walleye pollock_MeanCPUEkg,11873.4833840583
SPEast,1996,walleye pollock_MeanCPUENo,20472.7537476019
SPEast,1996,walleye pollock_SumCPUEkg,1222968.788558
SPEast,1996,walleye pollock_SumCPUENo,2108693.636003
SPEast,1997,walleye pollock_MeanCPUEkg,12178.5080219903
SPEast,1997,walleye pollock_MeanCPUENo,22946.8803886408
SPEast,1997,walleye pollock_SumCPUEkg,1254386.326265
SPEast,1997,walleye pollock_SumCPUENo,2363528.68003
SPEast,1998,walleye pollock_MeanCPUEkg,5999.49808204902
SPEast,1998,walleye pollock_MeanCPUENo,14021.462357549
SPEast,1998,walleye pollock_SumCPUEkg,611948.804369
SPEast,1998,walleye pollock_SumCPUENo,1430189.16047
SPEast,1999,walleye pollock_MeanCPUEkg,8646.946291
SPEast,1999,walleye pollock_MeanCPUENo,15352.4217260673
SPEast,1999,walleye pollock_SumCPUEkg,899282.414264
SPEast,1999,walleye pollock_SumCPUENo,1596651.859511
SPEast,2000,walleye pollock_MeanCPUEkg,16115.5725216765
SPEast,2000,walleye pollock_MeanCPUENo,27430.2896040392
SPEast,2000,walleye pollock_SumCPUEkg,1643788.397211
SPEast,2000,walleye pollock_SumCPUENo,2797889.539612
SPEast,2001,walleye pollock_MeanCPUEkg,9876.03134765049
SPEast,2001,walleye pollock_MeanCPUENo,23461.399572
SPEast,2001,walleye pollock_SumCPUEkg,1017231.228808
SPEast,2001,walleye pollock_SumCPUENo,2416524.155916
SPEast,2002,walleye pollock_MeanCPUEkg,14961.421574233
SPEast,2002,walleye pollock_MeanCPUENo,25234.9136840485
SPEast,2002,walleye pollock_SumCPUEkg,1541026.422146
SPEast,2002,walleye pollock_SumCPUENo,2599196.109457
SPEast,2003,walleye pollock_MeanCPUEkg,15196.3008921748
SPEast,2003,walleye pollock_MeanCPUENo,22729.178155068
SPEast,2003,walleye pollock_SumCPUEkg,1565218.991894
SPEast,2003,walleye pollock_SumCPUENo,2341105.349972
SPEast,2004,walleye pollock_MeanCPUEkg,15635.0488054314
SPEast,2004,walleye pollock_MeanCPUENo,22856.4279809412
SPEast,2004,walleye pollock_SumCPUEkg,1594774.978154
SPEast,2004,walleye pollock_SumCPUENo,2331355.654056
SPEast,2005,walleye pollock_MeanCPUEkg,14408.8620984951
SPEast,2005,walleye pollock_MeanCPUENo,20568.7993998252
SPEast,2005,walleye pollock_SumCPUEkg,1484112.796145
SPEast,2005,walleye pollock_SumCPUENo,2118586.338182
SPEast,2006,walleye pollock_MeanCPUEkg,10039.3251740192
SPEast,2006,walleye pollock_MeanCPUENo,14594.0984305096
SPEast,2006,walleye pollock_SumCPUEkg,1044089.818098
SPEast,2006,walleye pollock_SumCPUENo,1517786.236773
SPEast,2007,walleye pollock_MeanCPUEkg,7943.21998739806
SPEast,2007,walleye pollock_MeanCPUENo,15626.1642504175
SPEast,2007,walleye pollock_SumCPUEkg,818151.658702
SPEast,2007,walleye pollock_SumCPUENo,1609494.917793
SPEast,2008,walleye pollock_MeanCPUEkg,7346.17001216505
SPEast,2008,walleye pollock_MeanCPUENo,10152.8694264369
SPEast,2008,walleye pollock_SumCPUEkg,756655.511253
SPEast,2008,walleye pollock_SumCPUENo,1045745.550923
SPEast,2009,walleye pollock_MeanCPUEkg,3784.04161555769
SPEast,2009,walleye pollock_MeanCPUENo,6803.44845744231
SPEast,2009,walleye pollock_SumCPUEkg,393540.328018
SPEast,2009,walleye pollock_SumCPUENo,707558.639574
SPEast,2010,walleye pollock_MeanCPUEkg,10110.4082930583
SPEast,2010,walleye pollock_MeanCPUENo,14777.1729794951
SPEast,2010,walleye pollock_SumCPUEkg,1041372.054185
SPEast,2010,walleye pollock_SumCPUENo,1522048.816888
SPEast,2011,walleye pollock_MeanCPUEkg,7806.26269116505
SPEast,2011,walleye pollock_MeanCPUENo,13825.4916453495
SPEast,2011,walleye pollock_SumCPUEkg,804045.05719
SPEast,2011,walleye pollock_SumCPUENo,1424025.639471
SPEast,2012,walleye pollock_MeanCPUEkg,13340.5969578952
SPEast,2012,walleye pollock_MeanCPUENo,29393.8292963714
SPEast,2012,walleye pollock_SumCPUEkg,1400762.680579
SPEast,2012,walleye pollock_SumCPUENo,3086352.076119
SPEast,2013,walleye pollock_MeanCPUEkg,14558.2910266667
SPEast,2013,walleye pollock_MeanCPUENo,25160.1255091961
SPEast,2013,walleye pollock_SumCPUEkg,1484945.68472
SPEast,2013,walleye pollock_SumCPUENo,2566332.801938
SPEast,2014,walleye pollock_MeanCPUEkg,25603.3850859608
SPEast,2014,walleye pollock_MeanCPUENo,42614.6218416177
SPEast,2014,walleye pollock_SumCPUEkg,2611545.278768
SPEast,2014,walleye pollock_SumCPUENo,4346691.427845
SPEast,2015,walleye pollock_MeanCPUEkg,21389.944075233
SPEast,2015,walleye pollock_MeanCPUENo,37952.8055888738
SPEast,2015,walleye pollock_SumCPUEkg,2203164.239749
SPEast,2015,walleye pollock_SumCPUENo,3909138.975654
SPEast,2016,walleye pollock_MeanCPUEkg,9592.88853609615
SPEast,2016,walleye pollock_MeanCPUENo,18229.8460418365
SPEast,2016,walleye pollock_SumCPUEkg,997660.407754
SPEast,2016,walleye pollock_SumCPUENo,1895903.988351
SPEast,2017,walleye pollock_MeanCPUEkg,12026.0274995481
SPEast,2017,walleye pollock_MeanCPUENo,24654.2708085673
SPEast,2017,walleye pollock_SumCPUEkg,1250706.859953
SPEast,2017,walleye pollock_SumCPUENo,2564044.164091
SPEast,2018,walleye pollock_MeanCPUEkg,4767.4657311068
SPEast,2018,walleye pollock_MeanCPUENo,10364.9653495243
SPEast,2018,walleye pollock_SumCPUEkg,491048.970304
SPEast,2018,walleye pollock_SumCPUENo,1067591.431001
SPEast,2019,walleye pollock_MeanCPUEkg,16105.4523311456
SPEast,2019,walleye pollock_MeanCPUENo,24256.4699348641
SPEast,2019,walleye pollock_SumCPUEkg,1658861.590108
SPEast,2019,walleye pollock_SumCPUENo,2498416.403291
SPEast,2021,walleye pollock_MeanCPUEkg,6349.68468579808
SPEast,2021,walleye pollock_MeanCPUENo,12980.1888559808
SPEast,2021,walleye pollock_SumCPUEkg,660367.207323
SPEast,2021,walleye pollock_SumCPUENo,1349939.641022
SPEast,2022,walleye pollock_MeanCPUEkg,16075.6769848447
SPEast,2022,walleye pollock_MeanCPUENo,28723.1983008544
SPEast,2022,walleye pollock_SumCPUEkg,1655794.729439
SPEast,2022,walleye pollock_SumCPUENo,2958489.424988
SPEnglishBay,1987,walleye pollock_MeanCPUEkg,21977.9304596818
SPEnglishBay,1987,walleye pollock_MeanCPUENo,36814.2768173409
SPEnglishBay,1987,walleye pollock_SumCPUEkg,1934057.880452
SPEnglishBay,1987,walleye pollock_SumCPUENo,3239656.359926
SPEnglishBay,1988,walleye pollock_MeanCPUEkg,36785.8408245287
SPEnglishBay,1988,walleye pollock_MeanCPUENo,66456.4791578046
SPEnglishBay,1988,walleye pollock_SumCPUEkg,3200368.151734
SPEnglishBay,1988,walleye pollock_SumCPUENo,5781713.686729
SPEnglishBay,1989,walleye pollock_MeanCPUEkg,24559.2836708068
SPEnglishBay,1989,walleye pollock_MeanCPUENo,40033.2587385909
SPEnglishBay,1989,walleye pollock_SumCPUEkg,2161216.963031
SPEnglishBay,1989,walleye pollock_SumCPUENo,3522926.768996
SPEnglishBay,1990,walleye pollock_MeanCPUEkg,37974.6538649546
SPEnglishBay,1990,walleye pollock_MeanCPUENo,54713.6239023409
SPEnglishBay,1990,walleye pollock_SumCPUEkg,3341769.540116
SPEnglishBay,1990,walleye pollock_SumCPUENo,4814798.903406
SPEnglishBay,1991,walleye pollock_MeanCPUEkg,16311.5482879655
SPEnglishBay,1991,walleye pollock_MeanCPUENo,29432.5595129885
SPEnglishBay,1991,walleye pollock_SumCPUEkg,1419104.701053
